BookingCode;BookingDate;FlightDate;FlightNumber;BookedSeats;RevenueActualFare;Ancillary Revenue,,
PNR27247;03.01.2019 00:00;24.04.2019;EW2595;3;360;81,,
PNR27248;03.01.2019 00:00;21.04.2019;EW9586;4;200;208,,
PNR27249;03.01.2019 00:00;23.04.2019;EW2587;2;280;70,,
PNR27250;03.01.2019 00:00;19.04.2019;EW7582;2;280;70,,
PNR27251;03.01.2019 00:00;18.04.2019;EW7587;2;200;70,,
PNR27252;03.01.2019 00:00;19.04.2019;EW9540;2;280;20,,
PNR27253;03.01.2019 00:00;24.04.2019;EW9574;1;60;20,,
PNR27254;03.01.2019 00:00;21.04.2019;EW595;2;160;54,,
PNR27255;03.01.2019 00:00;19.04.2019;EW7591;1;100;8,,
PNR27256;03.01.2019 00:00;20.04.2019;EW9541;2;19;16,,
PNR27257;03.01.2019 00:00;24.04.2019;EW593;3;480;81,,
PNR27258;03.01.2019 00:00;22.04.2019;EW2583;2;108;70,,
PNR27259;03.01.2019 00:00;21.04.2019;EW260;1;80;30,,
PNR27260;03.01.2019 00:00;20.04.2019;EW253;3;420;61,,
PNR27261;03.01.2019 00:00;20.04.2019;EW2534;3;448;84,,
PNR27262;03.01.2019 00:00;18.04.2019;EW9530;1;140;30,,
PNR27263;03.01.2019 00:00;21.04.2019;EW9538;2;140;36,,
PNR27264;03.01.2019 00:00;21.04.2019;EW9531;3;224;25,,
PNR27265;03.01.2019 00:00;23.04.2019;EW9537;1;140;30,,
PNR27266;03.01.2019 00:00;19.04.2019;EW2516;1;100;27,,
PNR27267;03.01.2019 00:00;21.04.2019;EW2536;1;140;25,,
PNR27268;03.01.2019 00:00;23.04.2019;EW9537;1;140;30,,
PNR27269;03.01.2019 00:00;18.04.2019;EW9531;2;160;84,,
PNR27270;03.01.2019 00:00;18.04.2019;EW9538;4;560;20,,
PNR27270;03.01.2019 00:00;22.04.2019;EW9539;4;720;20,,
PNR27271;03.01.2019 00:00;22.04.2019;EW7520;1;100;19,,
PNR27272;03.01.2019 00:00;18.04.2019;EW526;3;392;59,,
PNR27273;03.01.2019 00:00;24.04.2019;EW9519;2;140;40,,
PNR27274;03.01.2019 00:00;21.04.2019;EW9530;2;140;60,,
PNR27275;03.01.2019 00:00;20.04.2019;EW2529;1;80;18,,
PNR27276;03.01.2019 00:00;24.04.2019;EW2516;2;138;35,,
PNR27277;03.01.2019 00:00;24.04.2019;EW2516;4;277;31,,
PNR27278;03.01.2019 00:00;21.04.2019;EW2537;2;280;60,,
PNR27279;03.01.2019 00:00;21.04.2019;EW9531;4;288;108,,
PNR27280;03.01.2019 00:00;20.04.2019;EW9582;3;360;20,,
PNR27281;03.01.2019 00:00;21.04.2019;EW7589;3;192;60,,
PNR27282;03.01.2019 00:00;24.04.2019;EW9585;2;144;44,,
PNR27283;03.01.2019 00:00;22.04.2019;EW2588;1;80;20,,
PNR27284;03.01.2019 00:00;22.04.2019;EW9575;2;204;4,,
PNR27285;03.01.2019 00:00;20.04.2019;EW9559;5;1200;25,,
PNR27286;03.01.2019 00:00;21.04.2019;EW261;2;280;25,,
PNR27287;03.01.2019 00:00;18.04.2019;EW9536;1;120;25,,
PNR27288;03.01.2019 00:00;22.04.2019;EW9538;4;400;32,,
PNR27289;03.01.2019 00:00;24.04.2019;EW9585;2;144;44,,
PNR27290;03.01.2019 00:00;23.04.2019;EW9538;2;144;44,,
PNR27291;03.01.2019 00:00;23.04.2019;EW9537;4;540;108,,
PNR27292;03.01.2019 00:00;19.04.2019;EW2594;2;200;36,,
PNR27293;03.01.2019 00:00;21.04.2019;EW9537;2;240;60,,
PNR27294;04.01.2019 00:00;22.04.2019;EW520;1;147;27,,
PNR27295;04.01.2019 00:00;24.04.2019;EW9580;2;120;145,,
PNR27296;04.01.2019 00:00;21.04.2019;EW2583;2;240;170,,
PNR27297;04.01.2019 00:00;18.04.2019;EW584;2;240;20,,
PNR27297;04.01.2019 00:00;22.04.2019;EW581;2;180;20,,
PNR27298;04.01.2019 00:00;23.04.2019;EW9587;3;336;75,,
PNR27299;04.01.2019 00:00;20.04.2019;EW9583;2;240;89,,
PNR27300;04.01.2019 00:00;22.04.2019;EW2583;3;162;20,,
PNR27301;04.01.2019 00:00;18.04.2019;EW588;1;160;27,,
PNR27302;04.01.2019 00:00;24.04.2019;EW9585;2;140;54,,
PNR27303;04.01.2019 00:00;24.04.2019;EW592;2;140;104,,
PNR27304;04.01.2019 00:00;19.04.2019;EW2594;2;200;36,,
PNR27304;04.01.2019 00:00;24.04.2019;EW2595;2;240;36,,
PNR27305;04.01.2019 00:00;19.04.2019;EW592;3;616;225,,
PNR27306;04.01.2019 00:00;20.04.2019;EW9593;2;240;70,,
PNR27307;04.01.2019 00:00;18.04.2019;EW591;2;100;54,,
PNR27308;04.01.2019 00:00;21.04.2019;EW585;3;336;99,,
PNR27309;04.01.2019 00:00;19.04.2019;EW2595;2;105;20,,
PNR27310;04.01.2019 00:00;21.04.2019;EW9581;2;180;16,,
PNR27311;04.01.2019 00:00;21.04.2019;EW7587;2;120;54,,
PNR27312;04.01.2019 00:00;23.04.2019;EW2596;2;140;90,,
PNR27313;04.01.2019 00:00;22.04.2019;EW9542;2;400;110,,
PNR27314;04.01.2019 00:00;20.04.2019;EW9545;2;380;84,,
PNR27315;04.01.2019 00:00;18.04.2019;EW2536;3;448;44,,
PNR27316;04.01.2019 00:00;22.04.2019;EW9442;3;260;20,,
PNR27317;04.01.2019 00:00;21.04.2019;EW2517;4;320;59,,
PNR27318;04.01.2019 00:00;21.04.2019;EW2530;1;80;18,,
PNR27319;04.01.2019 00:00;24.04.2019;EW2517;3;260;70,,
PNR27320;04.01.2019 00:00;24.04.2019;EW9441;2;120;16,,
PNR27321;04.01.2019 00:00;24.04.2019;EW9536;2;140;60,,
PNR27322;04.01.2019 00:00;19.04.2019;EW2521;1;160;27,,
PNR27323;04.01.2019 00:00;18.04.2019;EW9530;1;140;42,,
PNR27324;04.01.2019 00:00;23.04.2019;EW9441;2;160;20,,
PNR27325;04.01.2019 00:00;19.04.2019;EW526;1;100;8,,
PNR27326;04.01.2019 00:00;20.04.2019;EW526;2;200;54,,
PNR27326;04.01.2019 00:00;24.04.2019;EW527;2;160;54,,
PNR27327;04.01.2019 00:00;20.04.2019;EW9541;2;180;50,,
PNR27328;04.01.2019 00:00;23.04.2019;EW584;1;42;2,,
PNR27329;04.01.2019 00:00;24.04.2019;EW581;2;204;44,,
PNR27330;04.01.2019 00:00;23.04.2019;EW584;1;42;2,,
PNR27331;04.01.2019 00:00;20.04.2019;EW9539;4;400;60,,
PNR27332;04.01.2019 00:00;23.04.2019;EW7520;2;200;40,,
PNR27333;04.01.2019 00:00;21.04.2019;EW2537;3;408;75,,
PNR27334;04.01.2019 00:00;21.04.2019;EW9530;4;252;55,,
PNR27335;04.01.2019 00:00;21.04.2019;EW9519;3;187;20,,
PNR27336;04.01.2019 00:00;20.04.2019;EW9583;2;240;54,,
PNR27337;04.01.2019 00:00;19.04.2019;EW583;2;120;70,,
PNR27338;04.01.2019 00:00;24.04.2019;EW581;2;200;56,,
PNR27339;04.01.2019 00:00;24.04.2019;EW582;2;160;56,,
PNR27340;04.01.2019 00:00;24.04.2019;EW581;2;200;54,,
PNR27341;04.01.2019 00:00;21.04.2019;EW7267;2;640;184,,
PNR27342;04.01.2019 00:00;21.04.2019;EW268;4;532;100,,
PNR27343;04.01.2019 00:00;20.04.2019;EW2534;2;320;60,,
PNR27344;05.01.2019 00:00;23.04.2019;EW592;2;120;54,,
PNR27345;05.01.2019 00:00;18.04.2019;EW9588;2;240;124,,
PNR27346;05.01.2019 00:00;18.04.2019;EW9588;2;240;54,,
PNR27347;05.01.2019 00:00;18.04.2019;EW7590;3;360;81,,
PNR27347;05.01.2019 00:00;22.04.2019;EW7581;3;840;81,,
PNR27348;05.01.2019 00:00;24.04.2019;EW9581;1;120;35,,
PNR27349;05.01.2019 00:00;19.04.2019;EW588;2;160;54,,
PNR27350;05.01.2019 00:00;20.04.2019;EW581;4;320;108,,
PNR27351;05.01.2019 00:00;23.04.2019;EW7587;3;600;81,,
PNR27352;05.01.2019 00:00;19.04.2019;EW2588;2;160;62,,
PNR27353;05.01.2019 00:00;23.04.2019;EW592;2;120;54,,
PNR27354;05.01.2019 00:00;20.04.2019;EW9593;1;120;35,,
PNR27355;05.01.2019 00:00;20.04.2019;EW9593;1;120;18,,
PNR27356;05.01.2019 00:00;19.04.2019;EW9540;1;140;38,,
PNR27357;05.01.2019 00:00;23.04.2019;EW9581;2;240;54,,
PNR27358;05.01.2019 00:00;22.04.2019;EW598;3;120;105,,
PNR27359;05.01.2019 00:00;19.04.2019;EW7583;2;160;54,,
PNR27360;05.01.2019 00:00;21.04.2019;EW9581;3;252;75,,
PNR27361;05.01.2019 00:00;20.04.2019;EW7580;2;200;70,,
PNR27362;05.01.2019 00:00;21.04.2019;EW9589;3;235;20,,
PNR27363;05.01.2019 00:00;20.04.2019;EW9586;2;200;140,,
PNR27364;05.01.2019 00:00;20.04.2019;EW9543;4;432;108,,
PNR27365;05.01.2019 00:00;21.04.2019;EW9559;1;200;25,,
PNR27366;05.01.2019 00:00;24.04.2019;EW269;6;960;216,,
PNR27367;05.01.2019 00:00;20.04.2019;EW2269;2;420;60,,
PNR27368;05.01.2019 00:00;20.04.2019;EW7526;2;167;24,,
PNR27369;05.01.2019 00:00;24.04.2019;EW9441;1;60;20,,
PNR27370;05.01.2019 00:00;21.04.2019;EW9441;4;480;40,,
PNR27371;05.01.2019 00:00;24.04.2019;EW520;8;504;194,,
PNR27372;05.01.2019 00:00;18.04.2019;EW9530;4;560;120,,
PNR27372;05.01.2019 00:00;21.04.2019;EW9531;4;320;120,,
PNR27373;05.01.2019 00:00;23.04.2019;EW9443;2;320;124,,
PNR27374;05.01.2019 00:00;18.04.2019;EW526;2;280;70,,
PNR27375;05.01.2019 00:00;23.04.2019;EW7521;1;140;20,,
PNR27376;05.01.2019 00:00;19.04.2019;EW9536;2;360;84,,
PNR27377;05.01.2019 00:00;24.04.2019;EW9441;2;120;40,,
PNR27378;05.01.2019 00:00;23.04.2019;EW9538;1;70;27,,
PNR27379;05.01.2019 00:00;19.04.2019;EW7521;5;748;118,,
PNR27380;05.01.2019 00:00;18.04.2019;EW9519;2;255;54,,
PNR27381;05.01.2019 00:00;20.04.2019;EW9441;2;140;16,,
PNR27382;05.01.2019 00:00;18.04.2019;EW2536;3;448;84,,
PNR27383;05.01.2019 00:00;23.04.2019;EW9519;3;270;40,,
PNR27384;05.01.2019 00:00;20.04.2019;EW9440;3;360;20,,
PNR27385;05.01.2019 00:00;20.04.2019;EW2593;3;224;74,,
PNR27386;05.01.2019 00:00;22.04.2019;EW9592;3;288;24,,
PNR27387;05.01.2019 00:00;21.04.2019;EW546;1;100;20,,
PNR27388;05.01.2019 00:00;18.04.2019;EW2582;2;140;20,,
PNR27389;05.01.2019 00:00;23.04.2019;EW9545;2;380;50,,
PNR27390;05.01.2019 00:00;20.04.2019;EW9542;4;576;100,,
PNR27391;05.01.2019 00:00;20.04.2019;EW526;3;300;20,,
PNR27392;05.01.2019 00:00;21.04.2019;EW9538;2;200;90,,
PNR27393;05.01.2019 00:00;20.04.2019;EW9441;3;196;75,,
PNR27394;06.01.2019 00:00;22.04.2019;EW9585;4;400;140,,
PNR27395;06.01.2019 00:00;18.04.2019;EW7590;3;360;81,,
PNR27395;06.01.2019 00:00;22.04.2019;EW7581;3;840;81,,
PNR27396;06.01.2019 00:00;20.04.2019;EW7580;1;100;18,,
PNR27397;06.01.2019 00:00;24.04.2019;EW2589;4;432;148,,
PNR27398;06.01.2019 00:00;24.04.2019;EW581;2;200;73,,
PNR27399;06.01.2019 00:00;21.04.2019;EW9582;1;60;28,,
PNR27400;06.01.2019 00:00;24.04.2019;EW9586;2;100;54,,
PNR27401;06.01.2019 00:00;19.04.2019;EW9587;2;120;20,,
PNR27402;06.01.2019 00:00;20.04.2019;EW7580;1;100;35,,
PNR27403;06.01.2019 00:00;19.04.2019;EW592;2;105;16,,
PNR27404;06.01.2019 00:00;20.04.2019;EW7580;2;200;40,,
PNR27405;06.01.2019 00:00;18.04.2019;EW2596;4;342;80,,
PNR27406;06.01.2019 00:00;18.04.2019;EW9588;1;120;27,,
PNR27407;06.01.2019 00:00;19.04.2019;EW2594;1;100;18,,
PNR27408;06.01.2019 00:00;21.04.2019;EW9582;1;60;27,,
PNR27409;06.01.2019 00:00;23.04.2019;EW9575;1;96;35,,
PNR27410;06.01.2019 00:00;19.04.2019;EW9574;2;340;36,,
PNR27411;06.01.2019 00:00;20.04.2019;EW2593;1;80;35,,
PNR27412;06.01.2019 00:00;18.04.2019;EW7590;1;120;48,,
PNR27413;06.01.2019 00:00;23.04.2019;EW7587;1;200;27,,
PNR27414;06.01.2019 00:00;19.04.2019;EW588;2;160;146,,
PNR27415;06.01.2019 00:00;20.04.2019;EW589;2;320;124,,
PNR27416;06.01.2019 00:00;21.04.2019;EW7583;2;320;70,,
PNR27417;06.01.2019 00:00;22.04.2019;EW9593;1;105;8,,
PNR27418;06.01.2019 00:00;24.04.2019;EW2594;1;100;97,,
PNR27419;06.01.2019 00:00;20.04.2019;EW9593;2;216;48,,
PNR27420;06.01.2019 00:00;21.04.2019;EW9587;2;180;154,,
PNR27421;06.01.2019 00:00;22.04.2019;EW6841;4;200;108,,
PNR27422;06.01.2019 00:00;19.04.2019;EW7587;5;460;174,,
PNR27423;06.01.2019 00:00;19.04.2019;EW2594;1;100;73,,
PNR27424;06.01.2019 00:00;24.04.2019;EW583;4;576;121,,
PNR27425;06.01.2019 00:00;21.04.2019;EW9592;4;228;79,,
PNR27426;06.01.2019 00:00;21.04.2019;EW2592;1;70;97,,
PNR27427;06.01.2019 00:00;22.04.2019;EW9586;1;50;27,,
PNR27428;06.01.2019 00:00;23.04.2019;EW9574;2;180;36,,
PNR27429;06.01.2019 00:00;22.04.2019;EW9575;2;180;20,,
PNR27430;06.01.2019 00:00;24.04.2019;EW7589;1;140;35,,
PNR27431;06.01.2019 00:00;21.04.2019;EW9541;2;180;56,,
PNR27432;06.01.2019 00:00;24.04.2019;EW9589;2;120;174,,
PNR27433;06.01.2019 00:00;24.04.2019;EW9585;3;210;44,,
PNR27434;06.01.2019 00:00;18.04.2019;EW584;1;120;20,,
PNR27435;06.01.2019 00:00;21.04.2019;EW2594;2;180;54,,
PNR27436;06.01.2019 00:00;20.04.2019;EW268;4;504;156,,
PNR27437;06.01.2019 00:00;20.04.2019;EW269;5;600;150,,
PNR27438;06.01.2019 00:00;20.04.2019;EW242;2;320;60,,
PNR27439;06.01.2019 00:00;20.04.2019;EW7529;3;720;90,,
PNR27440;06.01.2019 00:00;23.04.2019;EW7266;1;50;42,,
PNR27441;06.01.2019 00:00;20.04.2019;EW2930;3;336;75,,
PNR27442;06.01.2019 00:00;24.04.2019;EW2530;2;120;70,,
PNR27443;06.01.2019 00:00;18.04.2019;EW7520;2;240;70,,
PNR27444;06.01.2019 00:00;24.04.2019;EW9441;2;120;54,,
PNR27445;06.01.2019 00:00;21.04.2019;EW7521;2;280;70,,
PNR27446;06.01.2019 00:00;21.04.2019;EW9440;2;200;16,,
PNR27447;06.01.2019 00:00;22.04.2019;EW7520;2;200;89,,
PNR27448;06.01.2019 00:00;19.04.2019;EW9518;1;100;27,,
PNR27449;06.01.2019 00:00;21.04.2019;EW7521;2;280;20,,
PNR27450;06.01.2019 00:00;22.04.2019;EW2517;2;200;36,,
PNR27451;06.01.2019 00:00;20.04.2019;EW2529;6;480;210,,
PNR27452;06.01.2019 00:00;21.04.2019;EW2531;2;120;54,,
PNR27453;06.01.2019 00:00;21.04.2019;EW2530;3;224;20,,
PNR27454;06.01.2019 00:00;22.04.2019;EW9531;8;912;94,,
PNR27455;06.01.2019 00:00;22.04.2019;EW9531;1;120;25,,
PNR27456;06.01.2019 00:00;24.04.2019;EW2531;2;160;20,,
PNR27457;06.01.2019 00:00;22.04.2019;EW9536;2;200;60,,
PNR27458;06.01.2019 00:00;21.04.2019;EW7521;3;420;81,,
PNR27459;06.01.2019 00:00;19.04.2019;EW9442;2;216;48,,
PNR27460;06.01.2019 00:00;24.04.2019;EW2531;4;288;20,,
PNR27461;06.01.2019 00:00;24.04.2019;EW9519;1;140;97,,
PNR27462;06.01.2019 00:00;24.04.2019;EW2531;4;320;58,,
PNR27463;06.01.2019 00:00;23.04.2019;EW2528;2;160;70,,
PNR27464;06.01.2019 00:00;23.04.2019;EW9571;1;180;30,,
PNR27465;06.01.2019 00:00;19.04.2019;EW9518;3;300;81,,
PNR27465;06.01.2019 00:00;21.04.2019;EW9519;3;300;81,,
PNR27466;06.01.2019 00:00;18.04.2019;EW9531;2;224;60,,
PNR27467;06.01.2019 00:00;18.04.2019;EW2529;5;175;64,,
PNR27468;06.01.2019 00:00;22.04.2019;EW2530;2;120;54,,
PNR27469;06.01.2019 00:00;22.04.2019;EW2530;3;180;81,,
PNR27470;06.01.2019 00:00;20.04.2019;EW9443;2;240;40,,
PNR27471;06.01.2019 00:00;23.04.2019;EW9538;4;252;97,,
PNR27472;06.01.2019 00:00;22.04.2019;EW9539;1;180;77,,
PNR27473;06.01.2019 00:00;19.04.2019;EW9537;1;100;30,,
PNR27474;06.01.2019 00:00;24.04.2019;EW2530;2;120;54,,
PNR27475;06.01.2019 00:00;19.04.2019;EW9586;4;480;52,,
PNR27476;06.01.2019 00:00;18.04.2019;EW2588;2;144;20,,
PNR27477;06.01.2019 00:00;22.04.2019;EW6840;6;300;20,,
PNR27478;06.01.2019 00:00;23.04.2019;EW584;3;126;101,,
PNR27479;06.01.2019 00:00;21.04.2019;EW7587;5;792;79,,
PNR27480;06.01.2019 00:00;22.04.2019;EW2583;2;240;36,,
PNR27481;06.01.2019 00:00;22.04.2019;EW6841;3;140;44,,
PNR27482;06.01.2019 00:00;20.04.2019;EW253;6;840;222,,
PNR27483;06.01.2019 00:00;21.04.2019;EW269;2;360;100,,
PNR27484;06.01.2019 00:00;21.04.2019;EW2262;2;238;54,,
PNR27485;06.01.2019 00:00;18.04.2019;EW2261;2;204;54,,
PNR27486;06.01.2019 00:00;21.04.2019;EW2262;3;370;81,,
PNR27487;06.01.2019 00:00;20.04.2019;EW269;3;342;56,,
PNR27488;06.01.2019 00:00;24.04.2019;EW9559;1;242;52,,
PNR27489;06.01.2019 00:00;22.04.2019;EW2531;2;195;20,,
PNR27490;06.01.2019 00:00;22.04.2019;EW9519;4;408;20,,
PNR27491;06.01.2019 00:00;21.04.2019;EW2536;4;532;25,,
PNR27492;06.01.2019 00:00;20.04.2019;EW9519;3;210;44,,
PNR27493;06.01.2019 00:00;23.04.2019;EW9536;3;240;50,,
PNR27494;06.01.2019 00:00;23.04.2019;EW2529;3;140;20,,
PNR27495;06.01.2019 00:00;22.04.2019;EW2529;3;280;20,,
PNR27496;06.01.2019 00:00;22.04.2019;EW9442;2;200;16,,
PNR27497;06.01.2019 00:00;21.04.2019;EW9539;3;360;114,,
PNR27498;06.01.2019 00:00;21.04.2019;EW9531;2;173;50,,
PNR27499;06.01.2019 00:00;24.04.2019;EW9575;3;342;120,,
PNR27500;07.01.2019 00:00;23.04.2019;EW9581;1;120;27,,
PNR27501;07.01.2019 00:00;19.04.2019;EW9540;1;140;20,,
PNR27502;07.01.2019 00:00;24.04.2019;EW592;1;70;27,,
PNR27503;07.01.2019 00:00;22.04.2019;EW584;3;90;55,,
PNR27504;07.01.2019 00:00;21.04.2019;EW9592;1;60;35,,
PNR27505;07.01.2019 00:00;23.04.2019;EW9574;2;340;124,,
PNR27506;07.01.2019 00:00;18.04.2019;EW9581;2;80;54,,
PNR27507;07.01.2019 00:00;19.04.2019;EW9541;1;100;90,,
PNR27508;07.01.2019 00:00;20.04.2019;EW9583;3;600;145,,
PNR27509;07.01.2019 00:00;19.04.2019;EW9541;4;360;90,,
PNR27510;07.01.2019 00:00;18.04.2019;EW2588;1;80;27,,
PNR27511;07.01.2019 00:00;18.04.2019;EW2582;2;105;20,,
PNR27511;07.01.2019 00:00;21.04.2019;EW2591;2;160;20,,
PNR27512;07.01.2019 00:00;19.04.2019;EW2582;3;280;75,,
PNR27513;07.01.2019 00:00;22.04.2019;EW599;1;140;27,,
PNR27514;07.01.2019 00:00;21.04.2019;EW588;2;90;20,,
PNR27515;07.01.2019 00:00;24.04.2019;EW9589;1;60;27,,
PNR27516;07.01.2019 00:00;20.04.2019;EW9592;4;456;102,,
PNR27517;07.01.2019 00:00;24.04.2019;EW589;2;140;54,,
PNR27518;07.01.2019 00:00;20.04.2019;EW7580;2;240;70,,
PNR27519;07.01.2019 00:00;23.04.2019;EW9575;3;360;100,,
PNR27520;07.01.2019 00:00;18.04.2019;EW9574;2;240;73,,
PNR27521;07.01.2019 00:00;18.04.2019;EW2583;3;105;20,,
PNR27522;07.01.2019 00:00;24.04.2019;EW2596;1;60;35,,
PNR27523;07.01.2019 00:00;18.04.2019;EW9581;2;80;70,,
PNR27524;07.01.2019 00:00;18.04.2019;EW7591;3;240;60,,
PNR27525;07.01.2019 00:00;21.04.2019;EW9592;1;60;85,,
PNR27526;07.01.2019 00:00;21.04.2019;EW9583;2;180;54,,
PNR27527;07.01.2019 00:00;22.04.2019;EW6840;3;112;60,,
PNR27528;07.01.2019 00:00;21.04.2019;EW9575;2;200;54,,
PNR27529;07.01.2019 00:00;20.04.2019;EW592;9;1260;243,,
PNR27530;07.01.2019 00:00;20.04.2019;EW7580;1;100;70,,
PNR27531;07.01.2019 00:00;19.04.2019;EW7591;1;100;27,,
PNR27532;07.01.2019 00:00;24.04.2019;EW9587;1;100;27,,
PNR27533;07.01.2019 00:00;19.04.2019;EW9540;1;140;8,,
PNR27534;07.01.2019 00:00;22.04.2019;EW598;2;60;20,,
PNR27535;07.01.2019 00:00;18.04.2019;EW590;1;140;35,,
PNR27535;07.01.2019 00:00;24.04.2019;EW581;1;100;27,,
PNR27536;07.01.2019 00:00;21.04.2019;EW9540;3;252;39,,
PNR27537;07.01.2019 00:00;24.04.2019;EW7583;2;320;54,,
PNR27538;07.01.2019 00:00;19.04.2019;EW9559;4;760;181,,
PNR27539;07.01.2019 00:00;21.04.2019;EW7088;3;168;25,,
PNR27540;07.01.2019 00:00;20.04.2019;EW9558;1;200;42,,
PNR27541;07.01.2019 00:00;23.04.2019;EW7266;2;100;50,,
PNR27542;07.01.2019 00:00;21.04.2019;EW2263;2;260;79,,
PNR27543;07.01.2019 00:00;20.04.2019;EW9559;4;912;114,,
PNR27544;07.01.2019 00:00;23.04.2019;EW7088;3;126;19,,
PNR27545;07.01.2019 00:00;20.04.2019;EW9558;5;1000;150,,
PNR27546;07.01.2019 00:00;21.04.2019;EW9559;2;400;60,,
PNR27547;07.01.2019 00:00;24.04.2019;EW9441;5;225;40,,
PNR27548;07.01.2019 00:00;19.04.2019;EW9537;1;100;30,,
PNR27549;07.01.2019 00:00;21.04.2019;EW9440;1;100;90,,
PNR27550;07.01.2019 00:00;22.04.2019;EW9536;2;280;185,,
PNR27551;07.01.2019 00:00;18.04.2019;EW9536;2;280;60,,
PNR27551;07.01.2019 00:00;22.04.2019;EW9537;2;400;60,,
PNR27552;07.01.2019 00:00;24.04.2019;EW9518;1;27;37,,
PNR27553;07.01.2019 00:00;24.04.2019;EW2531;2;160;20,,
PNR27554;07.01.2019 00:00;21.04.2019;EW9537;1;120;30,,
PNR27555;07.01.2019 00:00;22.04.2019;EW7520;2;144;16,,
PNR27556;07.01.2019 00:00;20.04.2019;EW9441;4;252;40,,
PNR27557;07.01.2019 00:00;19.04.2019;EW2531;4;390;108,,
PNR27558;07.01.2019 00:00;21.04.2019;EW9519;3;300;40,,
PNR27559;07.01.2019 00:00;22.04.2019;EW520;2;216;48,,
PNR27560;07.01.2019 00:00;24.04.2019;EW2517;2;200;54,,
PNR27561;07.01.2019 00:00;21.04.2019;EW9538;2;140;54,,
PNR27562;07.01.2019 00:00;20.04.2019;EW9519;5;252;20,,
PNR27563;07.01.2019 00:00;20.04.2019;EW2528;2;160;16,,
PNR27563;07.01.2019 00:00;23.04.2019;EW2521;2;160;16,,
PNR27564;07.01.2019 00:00;18.04.2019;EW9443;4;400;108,,
PNR27565;07.01.2019 00:00;24.04.2019;EW2528;1;70;27,,
PNR27566;07.01.2019 00:00;18.04.2019;EW2529;1;26;20,,
PNR27566;07.01.2019 00:00;23.04.2019;EW2520;1;45;20,,
PNR27567;07.01.2019 00:00;21.04.2019;EW9440;2;200;36,,
PNR27567;07.01.2019 00:00;24.04.2019;EW9443;2;160;36,,
PNR27568;07.01.2019 00:00;19.04.2019;EW9441;2;240;54,,
PNR27569;07.01.2019 00:00;21.04.2019;EW2531;2;135;54,,
PNR27570;07.01.2019 00:00;23.04.2019;EW9537;4;427;50,,
PNR27571;07.01.2019 00:00;20.04.2019;EW9537;2;320;150,,
PNR27572;07.01.2019 00:00;20.04.2019;EW9539;3;280;94,,
PNR27573;07.01.2019 00:00;18.04.2019;EW9531;2;160;84,,
PNR27574;07.01.2019 00:00;24.04.2019;EW2530;3;135;40,,
PNR27575;07.01.2019 00:00;19.04.2019;EW527;2;200;20,,
PNR27576;07.01.2019 00:00;20.04.2019;EW9441;1;70;27,,
PNR27577;07.01.2019 00:00;21.04.2019;EW9538;2;105;20,,
PNR27578;07.01.2019 00:00;19.04.2019;EW9537;2;200;50,,
PNR27579;07.01.2019 00:00;24.04.2019;EW2530;3;126;20,,
PNR27580;07.01.2019 00:00;18.04.2019;EW2529;5;131;20,,
PNR27580;07.01.2019 00:00;23.04.2019;EW2520;5;225;20,,
PNR27581;07.01.2019 00:00;20.04.2019;EW545;2;105;40,,
PNR27582;07.01.2019 00:00;24.04.2019;EW9558;2;244;54,,
PNR27583;07.01.2019 00:00;23.04.2019;EW9544;2;220;100,,
PNR27584;07.01.2019 00:00;20.04.2019;EW243;1;80;25,,
PNR27585;07.01.2019 00:00;19.04.2019;EW2529;2;160;16,,
PNR27586;07.01.2019 00:00;24.04.2019;EW2531;2;164;60,,
PNR27587;07.01.2019 00:00;20.04.2019;EW2529;3;224;19,,
PNR27588;07.01.2019 00:00;21.04.2019;EW9441;4;456;40,,
PNR27589;07.01.2019 00:00;21.04.2019;EW9519;4;360;40,,
PNR27590;07.01.2019 00:00;21.04.2019;EW2537;3;420;50,,
PNR27591;07.01.2019 00:00;18.04.2019;EW9442;2;280;56,,
PNR27591;07.01.2019 00:00;22.04.2019;EW9443;2;320;36,,
PNR27592;07.01.2019 00:00;22.04.2019;EW6840;2;104;44,,
PNR27593;07.01.2019 00:00;24.04.2019;EW2596;2;124;44,,
PNR27594;07.01.2019 00:00;24.04.2019;EW526;1;70;28,,
PNR27595;07.01.2019 00:00;23.04.2019;EW7520;2;204;80,,
PNR27596;07.01.2019 00:00;22.04.2019;EW593;3;480;40,,
PNR27597;07.01.2019 00:00;18.04.2019;EW9537;2;140;84,,
PNR27598;08.01.2019 00:00;24.04.2019;EW2594;2;270;113,,
PNR27599;08.01.2019 00:00;18.04.2019;EW590;5;644;20,,
PNR27600;08.01.2019 00:00;19.04.2019;EW9584;2;280;104,,
PNR27601;08.01.2019 00:00;19.04.2019;EW7581;4;360;97,,
PNR27602;08.01.2019 00:00;22.04.2019;EW598;2;80;86,,
PNR27603;08.01.2019 00:00;21.04.2019;EW595;2;90;55,,
PNR27604;08.01.2019 00:00;23.04.2019;EW2596;3;202;24,,
PNR27605;08.01.2019 00:00;20.04.2019;EW2597;2;280;20,,
PNR27606;08.01.2019 00:00;20.04.2019;EW7580;2;120;73,,
PNR27607;08.01.2019 00:00;24.04.2019;EW9589;1;45;20,,
PNR27608;08.01.2019 00:00;22.04.2019;EW598;3;90;40,,
